n,msb,noise
1,69,532910381378344782158
2,70,767582964403142252415
3,70,880900491373632753537
4,70,1053149244952301744510
5,70,1166775774652565690423
6,71,1260345290148960657452
7,71,1322849120108350100534
8,71,1441898124199101370139
9,71,1518985981746192465195
10,71,1582634711893844951331
11,71,1719375057600910167182
12,71,1677127159357816044389
13,71,1797724058328160219484
14,71,1945726762940922494041
15,71,2106646913616911843779
16,71,2339458098940199274812
17,71,2256058275808400330709
18,71,2260488780772638705039
19,71,2332548345506454704538
20,71,2316868608134421950116
21,72,2366395251222650757606
22,72,2411546400514672548100
23,72,2467401725060186854387
24,72,2660314708581954928760
25,72,2697288355883632260174
26,72,2841080956686045138069
27,72,2931592046037627126560
28,72,2892458260678034482070
29,72,3019502958013307959689
30,72,3207291041397338796359
31,72,3159945425116621829967
32,72,3214704572220944325010
33,72,3253679079556353782132
34,72,3202016422182930884115
35,72,3181513601399176946501
36,72,3232556959184021259514
37,72,3170700862537633370766
38,72,3130104730433565075563
39,72,3143705586567835971323
40,72,3236035106268481076912
41,72,3288741346900428838150
42,72,3327788132408310780040
43,72,3379418220572854088473
44,72,3513771725197407688268
45,72,3486942090466486992536
46,72,3431992695938472698402
47,72,3371844472454811825046
48,72,3569120672844797603364
49,72,3578791589507322230546
50,72,3689485230719087878364
51,72,3661020840271878512693
52,72,3846127322390570485534
53,72,3924165981381379372602
54,72,3954493464260763071362
55,72,3986516319299342445380
56,72,4069273073452910371338
57,72,4053078285808411891619
58,72,4138818893976829249824
59,72,4091885319453328278161
60,72,4400105753598806794755
61,72,4461409302089560022652
62,72,4404225024479568482700
63,72,4527555835488422296952
64,72,4474246957500077525460
65,72,4536274285354835435035
66,73,4811955984117034127513
67,73,5065523284054749601311
68,73,5250474853065687075014
69,73,5322301982388833571376
70,73,5395957081184634329660
71,73,5488498534094374975744
72,73,5813340681125181048779
73,73,5848847635052701404181
74,73,6072614836282229524187
75,73,5708307958255731924376
76,73,5889463283122038022679
77,73,5914570045660497952766
78,73,5819855682370048651943
79,73,5788072524676010732993
80,73,5887453412450689938111
81,73,5987172776065605187782
82,73,5908920725308861722332
83,73,6050100590476004820950
84,73,6041297672956863760653
85,73,6137148157658001123208
86,73,5952526836663241107117
87,73,6089880148397750025833
88,73,6039829890689637108535
89,73,6471742453076703825881
90,73,6552804725240752974319
91,73,6189435826047206234056
92,73,6200904851501630828531
93,73,6332242989337879329020
94,73,6563349573204552945079
95,73,6284134820292505260609
96,73,6320964553573607948949
97,73,6358150036092700419916
98,73,6556089003120572559488
99,73,6622849964994910495022
100,73,6543538251253958839058
101,73,6564518686920921853290
102,73,6644654796040903012675
103,73,6776836555124931117011
104,73,6645745746374240876813
105,73,6984022702754101925346
106,73,6942123342250593060641
107,73,6811522294854563233035
108,73,6852446657272686320065
109,73,6985839115264581431870
110,73,7121001082209123547563
111,73,7288821191493001717543
112,73,7292502214232944677886
113,73,7357157632766273140712
114,73,7434614039714907550343
115,73,7251447744529305151863
116,73,7359925777778739047398
117,73,7279364278301032735063
118,73,7129090468475647760148
119,73,7244289414593428934740
120,73,6984759988480291631656
121,73,6813321814335426750425
122,73,7112420813880940096581
123,73,7061686499723242372475
124,73,7175504265122403867690
125,73,7204283757823946480337
126,73,7464032185855981743100
127,73,7486823897014413769058
128,73,7570704986319081142442
129,73,7557799416527773062652
130,73,7514655868410568705983
131,73,7479159487045732534034
132,73,7562924978099152402043
133,73,7605347101484002063999
134,73,7632549708784169607097
135,73,7739306351336298651000
136,73,7917679366742277160200
137,73,7943609912491898488091
138,73,8010914535776979432853
139,73,7845415652893480263436
140,73,7919194352893720561305
141,73,7943041394139545902433
142,73,8028311078662043664262
143,73,8217719332824053177830
144,73,8370374813324840744880
145,73,8526280821887017831449
146,73,8564499566305253173065
147,73,8661571318360026270660
148,73,8630428859914560472624
