n,msb,noise
1,75,32486289578652396639588
2,76,49224947185809012155645
3,76,62427195769837907101615
4,77,78685423783941736873157
5,77,87048698939671696839968
6,77,100426536278811092462733
7,77,116577533236629713419596
8,77,125922581233721341665507
9,77,139560091726629607821649
10,77,139088366201639700438143
11,77,150205235369811535553903
12,78,167311704608595277028051
13,78,186055622881624568875888
14,78,203842385108881664517161
15,78,212629212955488567899948
16,78,226844042226923477038093
17,78,223328037256072410847578
18,78,232785860989924923278947
19,78,236529622754483469500646
20,78,243777306687208230316477
21,78,251914348596803202051523
22,78,272556896775747298737143
23,78,279703940095506196572313
24,78,293984301600336070286513
25,79,304574469220292776048830
26,79,307258818087811714499767
27,79,307447332166682386085694
28,79,318805991657529173574104
29,79,330016655302426555950252
30,79,353617276471598655264596
31,79,357824503089343225496757
32,79,354324779840351035142707
33,79,372434266498785349491555
34,79,384668298585891467259003
35,79,398238140536538854747729
36,79,392600961871504977814980
37,79,401808235476398750619290
38,79,412142950444283440314171
39,79,411699420670753004075037
40,79,415626722239941954451884
41,79,420765072467796931255501
42,79,438137319419253253473799
43,79,441208213592050527506761
44,79,446781838030719080108055
45,79,456354121356156821139270
46,79,461448245698802701135748
47,79,482475273472223751078985
48,79,495745568359910268956064
49,79,500644489709756950288198
50,79,509122995485886660679429
51,79,515815181328166182973630
52,79,522519956553290710188568
53,79,528444002053238168174033
54,79,538104746621637081531147
55,79,545237114696083270673961
56,79,552282957700053178430796
57,79,559651424579655416157427
58,79,553178054666667401111754
59,79,562378109189574631081460
60,79,576670433983624669533462
61,79,573792446039613930773388
62,79,582874293166135775234638
63,79,589371491152466884079550
64,79,592508790909721275968007
65,79,601566206408862207720802
66,80,616678247795870001872497
67,80,616798408463128544280340
68,80,625467818931622420730679
69,80,633034505361334702082548
70,80,633797217335525473908966
71,80,633474300527722983333598
72,80,642906857363628940489369
73,80,654758724176446604893016
74,80,659894052140348590283280
75,80,675344257508836715037033
76,80,677527178720851062343344
77,80,686692791387879742537002
78,80,691442957923545215888813
79,80,700165510762749472165123
80,80,705520413690984217352041
81,80,724217116246028272800024
82,80,726623332015384913590737
83,80,738019539775058716189452
84,80,743863889362012259195562
85,80,754451831752355815724784
86,80,760469481943071094978976
87,80,780749354495311899599314
88,80,787729660279530636520023
89,80,801942688014475066147117
90,80,812650202709527675594004
91,80,822467095596997155686365
92,80,827679089616954300488882
93,80,821735741565146772883390
94,80,830809382994347571175304
95,80,834580184345934913615054
96,80,843536129631498911618427
97,80,852005622419051857319627
98,80,860659530731307186569613
99,80,875207823492916866005425
100,80,878085587228959970382187
101,80,884120192835821013124457
102,80,892659684343390248763427
103,80,899126306860689422591720
104,80,908700409195006016178095
105,80,921765574901379790017819
106,80,932136063995277376973037
107,80,932728558311096504568691
108,80,946712625533548380743644
109,80,946921019577741787399129
110,80,953716991185835224592900
111,80,944406345691071839146423
112,80,953359972614713749193026
113,80,963143850880206692536415
114,80,973105122536137898082134
115,80,984750118661489674942039
116,80,987736678599067219037981
117,80,984357742343494478924814
118,80,982319054910092478986298
119,80,986221429150078555302186
120,80,1005411208649669631241489
121,80,1025721594915536201892256
122,80,1032857542963471105629095
123,80,1034803075832144526759095
124,80,1043221520021109071685737
125,80,1056001820160128442326400
126,80,1066295724611541438900426
127,80,1076628632332376272713196
128,80,1090711274615575480023056
129,80,1095853283066331167639982
130,80,1097239217432479733470081
131,80,1102361334553999839098476
132,80,1112110800965455723125093
133,80,1122164782406071466432972
134,80,1125676483774411143786149
135,80,1136153094135265707998760
136,80,1137621638076579186423301
137,80,1146139596884331386587342
138,80,1163525733553725215297884
139,80,1174144853960217347237642
140,80,1172253275069408524220513
141,80,1176648079108951580801017
142,80,1197227647288602033448918
143,80,1198192175688732848216210
144,80,1194468025353928825019042
