n,msb,noise
1,49,297942770984462
2,49,355417536189631
3,49,465746604289361
4,49,491904503558610
5,50,575955823304303
6,50,615878139321751
7,50,689835417558944
8,50,757765099765356
9,50,824641639541247
10,50,829524360740459
11,50,980931314016866
12,50,1008909191373921
13,50,995394877580492
14,50,1082144338248880
15,50,1085977949115959
16,50,1097599675920523
17,51,1150507822310322
18,50,1069059074419222
19,51,1167753908305623
20,51,1274286189926593
21,51,1251137110318372
22,51,1289174642837545
23,51,1291304130221456
24,51,1261414832769994
25,51,1303705085074635
26,51,1290869105708154
27,51,1261778858691864
28,51,1316826781315815
29,51,1456061896107988
30,51,1497233520887412
31,51,1517815518368354
32,51,1563629024850559
33,51,1560234784910622
34,51,1492600680472540
35,51,1561778092326913
36,51,1470988591824550
37,51,1513803146551817
38,51,1593592372361710
39,51,1564633073448843
40,51,1586825272027513
41,51,1539792672617182
42,51,1624818550752973
43,51,1653179229333806
44,51,1639789078204968
45,51,1675590588228066
46,51,1778257614638118
47,51,1806192292560716
48,51,1818010460427839
49,51,1813462627662445
50,51,1829518728922633
51,51,1800078812650767
52,51,1774686593097197
53,51,1791354139559412
54,51,1816769059098135
55,51,1854407495994757
56,51,1815018873327739
57,51,1912259688127556
58,51,1941188444570165
59,51,2024395544666157
60,51,1983776235772324
61,51,2098747609795836
62,51,2069348384333141
63,51,2071750881819432
64,51,2133932875473471
65,51,2113024467228420
66,51,2169872036986500
67,51,2090543057932044
68,51,2107278207382647
69,51,2135656741125908
70,51,2181457410941460
71,51,2201635229946742
72,51,2175055797086715
73,52,2262691785929283
74,52,2342710664725077
75,52,2316130293375210
76,52,2300006399790241
77,52,2323962732313480
78,52,2306337705813534
79,52,2332849865729505
80,52,2271461893987702
81,52,2436337730809138
82,52,2496391032763983
83,52,2432206454558131
84,52,2514395807446562
85,52,2541091269043036
86,52,2548885967975560
87,52,2586887023518051
88,52,2619417648063519
89,52,2581627306493595
90,52,2515929786391810
91,52,2498175095658271
92,52,2421550951672301
93,52,2412946098108547
94,52,2449052184261149
95,52,2432412662403189
96,52,2536424646139700
97,52,2516352102756516
98,52,2466042969889895
99,52,2413718500740760
100,52,2465428413318793
101,52,2634207561310770
102,52,2657757629643324
103,52,2734759429805350
104,52,2638884558000299
105,52,2662924967219931
106,52,2700875444975894
107,52,2678336002993703
108,52,2708679230023635
109,52,2696847904358559
110,52,2669400098384092
111,52,2701920525372360
112,52,2641843575046435
113,52,2695824557866329
114,52,2724163603666517
115,52,2763665395166376
116,52,2829844874431698
117,52,2864525791671560
118,52,2858241700600251
119,52,2896014758555924
120,52,2875227398198465
121,52,2908671065025592
122,52,2836263868174547
123,52,2811312322358142
124,52,2792059972694922
125,52,2893200435409128
126,52,2961672566840244
127,52,3010108935694390
128,52,3124177887051723
129,52,3132378407800182
130,52,3127178928519443
131,52,3191899548069824
132,52,3154217257089652
133,52,3077590505451989
134,52,3118006538822755
135,52,3128976646047681
136,52,3160980070845290
137,52,3210287040154358
138,52,3317644955525051
139,52,3437999639327858
140,52,3415489988892979
141,52,3326494371611132
142,52,3276202742956304
143,52,3310763759009463
144,52,3381384221350415
145,52,3306431060162990
146,52,3314336726933747
147,52,3318495007902215
148,52,3410733025791086
149,52,3256391729755821
150,52,3187230869074187
151,52,3289776148251320
152,52,3331454792953248
153,52,3365515937990937
154,52,3276761431594238
155,52,3262558749986846
156,52,3353930433093051
157,52,3374794334112810
158,52,3500485790854267
159,52,3547745882495609
160,52,3559838621359841
161,52,3303575597868406
162,52,3373109608139828
163,52,3387211383018153
164,52,3342715112891073
165,52,3386787060828025
166,52,3483391795526274
167,52,3392837609030335
168,52,3380453637304262
169,52,3394592790227482
