n,msb,noise
1,56,50711166088267777
2,57,72841438056292450
3,57,88508258377487287
4,57,93037215151302764
5,57,108062484342038527
6,57,119915289666064135
7,57,132107947927221904
8,58,156772109050059108
9,58,162832183176234873
10,58,174232977949092163
11,58,176600734472029772
12,58,182089541445631036
13,58,184423623299610935
14,58,184079723879767866
15,58,201866656953041364
16,58,202771460700656869
17,58,213343434463591066
18,58,218084847005697199
19,58,226371591077234887
20,58,224752450430974539
21,58,227237513088279324
22,58,235022480559798159
23,58,241418065841028023
24,58,260821849388840451
25,59,290639968663465533
26,59,291598568970554674
27,59,307552456594213897
28,59,304149754498027778
29,59,311759151776294434
30,59,316572710548752648
31,59,290556653493970670
32,59,291069055364657253
33,58,282236663309814359
34,59,299765333796234772
35,59,301674817091147504
36,59,308672257390395974
37,59,319922109833620839
38,59,320095863748611010
39,59,318661116759102459
40,59,324562226684171750
41,59,318002999505800556
42,59,317233844981549762
43,59,330637643632655744
44,59,326069407988627817
45,59,345795819401622933
46,59,329681709408082693
47,59,328472104657852845
48,59,348879405601922361
49,59,356908563153650323
50,59,360839056325397801
51,59,371107652723620538
52,59,363789971881976543
53,59,372510148074546272
54,59,379647346317016874
55,59,393745713771454721
56,59,400582664900350544
57,59,393788099853074891
58,59,396529605333516482
59,59,393608469537616901
60,59,410951941209391778
61,59,430992152263462284
62,59,416179376653375771
63,59,401882050102470130
64,59,398052398995349270
65,59,419244637286846595
66,59,408129595434300453
67,59,427547925896222940
68,59,419302732722176374
69,59,415432421672173089
70,59,419189319937290202
71,59,429198128880668346
72,59,422172262013970890
73,59,440908560637923679
74,59,435388034119397395
75,59,452239189002014491
76,59,445452647805495824
77,59,468958075143221014
78,59,481855707970257929
79,59,485770235807851794
80,59,512115508770515200
81,59,504360992790135595
82,59,509880169951771073
83,59,495399207778610579
84,59,493557788989210492
85,59,485816593590468115
86,59,488284483750784493
87,59,483839733870476956
88,59,489326214359615842
89,59,488388804294906886
90,59,469132419646918332
91,59,490224022184199502
92,59,485907029100401733
93,59,495999806052825633
94,59,497962325326274922
95,59,493566154014317114
96,59,495941567059090576
97,59,482064042391218615
98,59,493611558401096007
99,59,513888726637105495
100,59,510796412336064075
101,59,538621504201750631
102,59,551242083695577041
103,59,538944920787885310
104,59,526254580784179869
105,59,527722969809480035
106,59,528924555800456890
107,59,528595618537876787
108,59,528764009173226510
109,59,538193167379762649
110,59,531589986327010887
111,59,536534620369314013
112,59,539537121307029498
113,59,533979128787645717
114,59,549465996007076703
115,59,553778370342225340
116,59,570226133443140554
117,59,566962793794566963
118,59,553547507182588692
119,59,551920036157684457
120,59,553142587271512034
121,59,552629600217085768
122,59,544480539287556285
123,59,562010306986041962
124,59,565050651585444127
125,59,552939741513679623
126,59,560707982375153418
127,59,550663804759951158
128,59,551964376534490878
129,59,550509395696757320
130,59,547805895670439512
131,59,566397694534586494
132,59,558090520893226426
133,60,576855380711520045
134,60,588601391056003716
135,60,615137815999955594
136,60,615137792066564101
137,60,599213496523966399
138,60,609140359247223247
139,60,604273540183852705
140,60,614379298986652483
141,60,619787549383731286
142,60,615689500770462609
143,60,623546258902912913
144,60,640643171881063186
145,60,656461128020183472
146,60,658313574910237637
147,60,653317670374912074
148,60,645265932816027179
149,60,644478871716030644
