n,msb,noise
1,51,1783829221000371
2,52,2768410177364838
3,52,3221140670631905
4,52,3811883000701273
5,52,4497570315843219
6,53,4960986233437762
7,53,5058594956374718
8,53,5076117615325867
9,53,5759858952385621
10,53,6027895944280639
11,53,5874483484878496
12,53,6242352185258820
13,53,6752025330346622
14,53,6857098542665325
15,53,7044353443975679
16,53,7416972953992355
17,53,7285529017222918
18,53,7487746060853802
19,53,8015209996420853
20,53,8477300768458500
21,53,8938973776200387
22,54,9182418111017588
23,53,8796003643355343
24,53,8992604113328942
25,54,9449435521258878
26,54,9528830039541592
27,54,10076871309894183
28,54,10497734138652363
29,54,10778266074306055
30,54,10273866162855737
31,54,10490519808193984
32,54,10842898283722529
33,54,11400453107963209
34,54,11656293295381528
35,54,12006364757818080
36,54,12058860515125785
37,54,12578820568920962
38,54,12485039715220052
39,54,12351043605335466
40,54,12343399409174277
41,54,12413779175413754
42,54,12837124053155842
43,54,13103372741519450
44,54,12585806673330541
45,54,12005154440753013
46,54,11693895177050290
47,54,12067800647461729
48,54,12221993126075151
49,54,12617326456760897
50,54,13140108400932575
51,54,12907762865463572
52,54,13819952597785708
53,54,13819948898156521
54,54,14723633449909945
55,54,14128343643596463
56,54,14342333847232035
57,54,14360643616039104
58,54,13980386042551551
59,54,14366745602921974
60,54,15238425175733371
61,54,15120709633627768
62,54,14425608404299979
63,54,14096484472551702
64,54,14081563395518761
65,54,14424354776911851
66,54,13686832346389554
67,54,15266533424075027
68,54,15413843845737588
69,54,16144453546026914
70,54,15356869611112257
71,54,15323871375353125
72,54,15532516244230830
73,54,15945957544224892
74,54,16263196856275063
75,54,15828350314922578
76,54,15862999502358353
77,54,16172673413185824
78,54,16517585244541599
79,54,16757955965297519
80,54,16737581088788656
81,54,16476415361080265
82,54,16722704984621392
83,54,16362572299901978
84,54,16180817155167889
85,54,16518880380378510
86,54,16737657445095375
87,54,16842985441545684
88,54,16617744247229774
89,54,17417161920488625
90,54,17781845030682690
91,54,17591722433941332
92,54,17608124345507462
93,54,17650660068808324
94,54,16773359042978918
95,54,17756850538666796
96,54,16832562921515188
97,54,16805824514964428
98,54,17411801664135524
99,54,17067185214461375
100,54,17643656295951230
101,54,17328457524009811
102,54,17375079414706728
103,54,17173705017772008
104,54,17471672533168338
105,54,17120751774782676
106,54,17229601013424649
107,54,17178857473272192
108,54,17524224624639429
109,55,18495459832110076
110,54,17827148274602705
111,55,18032728020523923
112,55,18156407958709727
113,54,17964722701475978
114,54,17737622343713518
115,54,17880498853021842
116,54,17957208763444676
117,54,17828302374487931
118,55,18118470366576556
119,55,18153770028201820
120,55,19013983875730899
121,55,18596554549736134
122,55,18745868256213353
123,55,18522864107098403
124,55,18378766257860371
125,55,18643895853582673
126,55,18651797959138387
127,55,18646489690928054
128,55,18572017902348016
129,55,19010097234748289
130,55,19680311023931593
131,55,19600476883387342
132,55,19621127440172576
133,55,19119191869084470
134,55,18963826180520918
135,55,19931532215298605
136,55,20402817874639837
137,55,20362942071083270
138,55,20014850746186198
139,55,20261637115610950
140,55,20668172023651922
141,55,20813839918681338
142,55,21012690301783699
143,55,20764206590054706
144,55,20688514767238611
145,55,20472311283363482
146,55,20954210776641648
147,55,21054528896743197
148,55,21827927761939546
