n,msb,noise
1,95,24444856862892611398095361212
2,96,39624257843299506523914761711
3,96,52208655844578411312866877333
4,96,59925201125730415933411503042
5,96,79200205188598256093870162858
6,96,68065308828510246243936108133
7,96,73787065304019506565702065240
8,97,95033223538887958556440284970
9,97,101294729180557157997605211354
10,97,91649901517179218986288122331
11,97,104817165581369886471371047301
12,97,112417161029022147786910358938
13,97,99076901357044124393302345821
14,97,104713591489980572566069427023
15,97,112669606885705315096948949968
16,97,132436145151842374420417585858
17,97,128353977004178758499452870305
18,97,147710627855009681059475597170
19,98,175768208003518947321179637692
20,98,181456043179613862265538006625
21,98,184137150892673809466496553884
22,98,181638071150100587150228271207
23,98,193813028773951359502725152176
24,98,180227833875383967047156566999
25,98,188475460969942609201183132631
26,98,206084050245237735912102506806
27,98,217740902379810512098532010201
28,98,228828438219157028311690408605
29,98,240686526204063827665307900592
30,98,240922624492567489079623455264
31,98,250846929407043861635667709514
32,98,251147277542274458170768864545
33,98,249813795149470601547947149627
34,98,237239295032743309849198802170
35,98,233341127951914973255194512577
36,98,228572033824573185897418913948
37,98,224314153364487882377197276677
38,98,243353254338333979891747162187
39,98,240429337150122205090949873232
40,98,240243192112945944248760097646
41,98,240343733996488531681764343450
42,98,262243882099845206093739122713
43,98,266935075782121687269835117913
44,98,253425849593067145865372405381
45,98,254753960150453834923091543588
46,98,253838902248130768039956047357
47,98,257275705172414855428941313626
48,98,250403917195812832184522078494
49,98,258883122381125286992285134677
50,98,254843875565721435225556733161
51,98,241805202654748472022049346662
52,98,240235026078207572044182309270
53,98,250116691963025165286615069820
54,98,233481086025598278620707142383
55,98,250527889645658398054668380985
56,98,243950949972598256551523356456
57,98,229638706416621906068196968189
58,98,219346885274436417213903184816
59,98,236520582129686774835274755180
60,98,232972841172634575749714872155
61,98,242180144213865060551895648724
62,98,246461580167291094855259395393
63,98,252488142380646152671856974316
64,98,249978712789448856388617743912
65,98,255361485628188744747947164359
66,98,260766101537721768089740789819
67,98,262609166625318632988040381386
68,98,260738185334699941934138368690
69,98,260343665743448802257947706119
70,98,264817664487985925740566300523
71,98,258125994009727468787232355523
72,98,267481631957070012116320280863
73,98,277343709645134742389058167839
74,98,264053511890487697291962320947
75,98,266308112086667581969353361316
76,98,256229924704178378322294496601
77,98,255135816204527630036368253041
78,98,263459290168364604221041034455
79,98,264215526453167272460194173122
80,98,263896496838519970301139184359
81,98,274941267764403090905606256665
82,98,273108616370806022491287283393
83,98,279722567315025136707929662463
84,98,279726240490710032510909052100
85,98,280993753030131220223764361076
86,98,295560197706767464781491213390
87,98,309561988921145802701434509947
88,98,307646618210891422436665416166
89,98,307715306200219718482064729324
90,98,314173691663679992769358639935
91,98,313962297509273519310805193002
92,98,305748426226700928080851318086
93,98,293179426978231864525350242069
94,98,295293276120793317244720280053
95,98,292929200317360655360127352626
96,98,315249756477244264283566909011
97,99,319977020576093545609955849321
98,98,300884414729633712605114370461
99,98,286851943630269617517441250353
100,98,278775751365008908601847838180
101,98,269972971007687128535885163663
102,98,251391904578003752525007104415
103,98,265409239405950345789173474855
104,98,265880337063586592068091465031
105,98,284794699100459923693857325902
106,98,283028402457932294656362478687
107,98,299933807337724223967598066173
108,98,296365413502706320708887480116
109,98,286098423776122898262510012653
110,98,298712492438578050151099368103
111,98,290925559053020789203013370755
112,98,288459588255671288025478437066
113,98,294914365376234467362695980615
114,98,306518838622822719618881482689
115,98,306044536691543788088639544998
116,98,294502184514828824163428474628
117,98,288980373274805971044701521626
118,98,278979444466232479950582561411
119,98,269081184221224531303871831789
120,98,274526224444330379697620118779
121,98,274389556134722295528322906475
122,98,274390087647631033951839678479
123,98,275804734732491309242319996166
124,98,264595553790200044974372101770
125,98,277497471012964887042926313016
126,98,270653137969168288996615998025
127,98,279482175979428032573092968666
128,98,281837113576317756347034892839
129,98,274505534883944876975094545296
130,98,284056878888208600486516138139
131,98,296563455258107830300238388783
132,98,281712947831330143656743521014
133,98,282909316355395629522394421273
134,98,285876299658405569726516845910
135,98,284821682996440593576497572502
136,98,288195857176623905802135892107
137,98,283022406531197007453360160261
138,98,284949077010995606648167686110
139,98,294219891428896006797756576926
140,98,301499985626519438151894343599
141,98,307041052770168457872297353080
142,98,306332733212863288957040182805
143,98,308704350639267089076942274419
144,99,327275857693771246641384909899
145,98,311884387128770750527503951702
146,98,303039295266290157132627706820
147,98,308836110278467955866479871931
148,98,308208300822120928437551693105
149,98,316021501574503004779042391698
150,98,291369722525758263175920331197
151,98,298193503109889893148765764282
152,98,300635366532203155456208050141
153,98,299576572484279502570180666541
154,98,300200904055707355918530750336
155,99,319927864402732004923151875340
156,99,330559354656094262042718234535
157,98,316308090438852337660321441990
158,98,309386361937690856576817162469
159,99,323837505198823067565307010844
160,99,326956140879162065635595418980
161,99,340172966394748658317333123240
162,99,351191351001519191012168949667
163,99,343296702482161331721945725877
164,99,344610260725068824185305512742
165,99,347952004171570374985044181111
166,99,337878095025971178619955747883
167,99,342457168378663324612800083431
168,99,360406589485111150401424874337
169,99,367901232812885458608373265608
170,99,356114946059417756775022598607
171,99,350062788041556717507560683675
172,99,355641005687038284268852175972
173,99,383832675459002054232074668049
174,99,385382361213103495416915085459
175,99,391299111832119942204950325183
176,99,392025785795690828426354033573
177,99,405559184563906196362910425169
178,99,413161866818022745269284656015
179,99,410330724682584412827885111152
180,99,416441877580198362674960079116
181,99,436728186971675966291539125289
182,99,437503254458944974640647208321
183,99,434245214872044135665856563348
184,99,420925742812904833003108091811
185,99,421359089296067954510762225756
186,99,403261252333677294564764557248
187,99,415040606157460685753291856242
188,99,422459754072149734910034826173
189,99,421072180480323046530025312692
190,99,424992251196149117116417446126
191,99,444186528326292957462184140781
192,99,462942358072889280200685688704
193,99,464321413492020738107519388021
194,99,460876304377989736774898433985
195,99,476608362549339585605943457258
196,99,466840639720366140517587421428
197,99,465504609991534522580140394994
198,99,462180356253801223950901220623
199,99,461306502062979665672598914580
200,99,446535104385855036896118749490
201,99,436506594824697797069217400813
202,99,435736398098750932900098671455
203,99,457134626120425983037135757047
204,99,461818100112514235021862284695
205,99,476882401818845767597658033701
206,99,502400240541217139549994498928
207,99,498673519635343713603278831865
208,99,499970310756469022329396125490
209,99,482365522505159189367804123252
210,99,477941352986766046236377511721
211,99,490472354132352397059812966532
212,99,497700618814001861126364952518
213,99,513264501314066813157846082185
214,99,526045841498435920045733314942
215,99,541470433799071939883606760692
216,99,547973281408488530862294490700
217,99,540062687554729939329500088966
218,99,553505065944329164968856441623
219,99,551332386456017320611768615537
220,99,546032105869526692947527199431
221,99,532279237615551527210737564882
222,99,537944766066774472902288959057
223,99,543563893697080369337327492375
224,99,555566961714933193331661316143
225,99,559797646791721668739813250866
